index,latitud,longitud,distrito,etapa,tipo,dormitorios,area,precio,Restaurants_Count,Fast Food_Count,Universities_Count,Schools_Count,Kindergartens_Count,Hospitals_Count,Pharmacies_Count,Clinics_Count,Malls_Count,Supermarkets_Count,Banks_Count,Fitness Centres_Count,Swimming Pools_Count,Parks_Count,Bus Stops_Count,Restaurants_dist,Fast Food_dist,Universities_dist,Schools_dist,Kindergartens_dist,Hospitals_dist,Pharmacies_dist,Clinics_dist,Malls_dist,Supermarkets_dist,Banks_dist,Fitness Centres_dist,Swimming Pools_dist,Parks_dist,Bus Stops_dist
Anturio (ANT SS03),-12.0904655,-77.03665360000001,Lince,En construcción,flat,3,131.8,1150593.75,95,4,0,19,19,0,33,1,0,2,18,0,0,1,38,0.8872263907290333,0.755642726156986,,0.8320582483078873,0.9925956768205747,,0.5767920910547607,0.8980226770830092,,0.9721144267590033,0.896156758403363,,,0.15330921500437616,0.4958073159897137
Anturio (ANT 101),-12.0904655,-77.03665360000001,Lince,En construcción,flat,3,103.9,1080693.75,95,4,0,19,19,0,33,1,0,2,18,0,0,1,38,0.8872263907290333,0.755642726156986,,0.8320582483078873,0.9925956768205747,,0.5767920910547607,0.8980226770830092,,0.9721144267590033,0.896156758403363,,,0.15330921500437616,0.4958073159897137
Anturio (ANT 102),-12.0904655,-77.03665360000001,Lince,En construcción,flat,1,70.5,763721.25,95,4,0,19,19,0,33,1,0,2,18,0,0,1,38,0.8872263907290333,0.755642726156986,,0.8320582483078873,0.9925956768205747,,0.5767920910547607,0.8980226770830092,,0.9721144267590033,0.896156758403363,,,0.15330921500437616,0.4958073159897137
Anturio (ANT X3),-12.0904655,-77.03665360000001,Lince,En construcción,flat,2,79.62,821287.5,95,4,0,19,19,0,33,1,0,2,18,0,0,1,38,0.8872263907290333,0.755642726156986,,0.8320582483078873,0.9925956768205747,,0.5767920910547607,0.8980226770830092,,0.9721144267590033,0.896156758403363,,,0.15330921500437616,0.4958073159897137
Anturio (ANT X4),-12.0904655,-77.03665360000001,Lince,En construcción,flat,2,80.09,825633.75,95,4,0,19,19,0,33,1,0,2,18,0,0,1,38,0.8872263907290333,0.755642726156986,,0.8320582483078873,0.9925956768205747,,0.5767920910547607,0.8980226770830092,,0.9721144267590033,0.896156758403363,,,0.15330921500437616,0.4958073159897137
Anturio (ANT X01A),-12.0904655,-77.03665360000001,Lince,En construcción,flat,3,104.89,1083630.0,95,4,0,19,19,0,33,1,0,2,18,0,0,1,38,0.8872263907290333,0.755642726156986,,0.8320582483078873,0.9925956768205747,,0.5767920910547607,0.8980226770830092,,0.9721144267590033,0.896156758403363,,,0.15330921500437616,0.4958073159897137
Anturio (ANT X01B),-12.0904655,-77.03665360000001,Lince,En construcción,flat,3,104.57,1081560.0,95,4,0,19,19,0,33,1,0,2,18,0,0,1,38,0.8872263907290333,0.755642726156986,,0.8320582483078873,0.9925956768205747,,0.5767920910547607,0.8980226770830092,,0.9721144267590033,0.896156758403363,,,0.15330921500437616,0.4958073159897137
Anturio (ANT X02B),-12.0904655,-77.03665360000001,Lince,En construcción,flat,3,104.81,1083870.0,95,4,0,19,19,0,33,1,0,2,18,0,0,1,38,0.8872263907290333,0.755642726156986,,0.8320582483078873,0.9925956768205747,,0.5767920910547607,0.8980226770830092,,0.9721144267590033,0.896156758403363,,,0.15330921500437616,0.4958073159897137
Anturio (ANT 701),-12.0904655,-77.03665360000001,Lince,En construcción,duplex,3,198.47,1887333.75,95,4,0,19,19,0,33,1,0,2,18,0,0,1,38,0.8872263907290333,0.755642726156986,,0.8320582483078873,0.9925956768205747,,0.5767920910547607,0.8980226770830092,,0.9721144267590033,0.896156758403363,,,0.15330921500437616,0.4958073159897137
Anturio (ANT 702),-12.0904655,-77.03665360000001,Lince,En construcción,duplex,3,198.9,1890123.75,95,4,0,19,19,0,33,1,0,2,18,0,0,1,38,0.8872263907290333,0.755642726156986,,0.8320582483078873,0.9925956768205747,,0.5767920910547607,0.8980226770830092,,0.9721144267590033,0.896156758403363,,,0.15330921500437616,0.4958073159897137
MAR D´AMALFI (A 1),-12.1216006,-77.0205299,Miraflores,En construcción,flat,3,183.3,1282500.0,114,17,0,16,25,0,24,5,4,2,21,5,0,0,16,0.9211048048123973,0.9956977291509924,,0.45964549968527196,0.3046163561915198,,0.9106506079785032,0.3208795843884328,0.8058630322894931,0.9061572621434095,0.9749207478443532,0.8917892802541035,,,0.9802237329711718
MAR D´AMALFI (A 2),-12.1216006,-77.0205299,Miraflores,En construcción,flat,2,158.6,1100812.5,114,17,0,16,25,0,24,5,4,2,21,5,0,0,16,0.9211048048123973,0.9956977291509924,,0.45964549968527196,0.3046163561915198,,0.9106506079785032,0.3208795843884328,0.8058630322894931,0.9061572621434095,0.9749207478443532,0.8917892802541035,,,0.9802237329711718
MAR D´AMALFI (A 3),-12.1216006,-77.0205299,Miraflores,En construcción,flat,2,126.1,1033125.0,114,17,0,16,25,0,24,5,4,2,21,5,0,0,16,0.9211048048123973,0.9956977291509924,,0.45964549968527196,0.3046163561915198,,0.9106506079785032,0.3208795843884328,0.8058630322894931,0.9061572621434095,0.9749207478443532,0.8917892802541035,,,0.9802237329711718
MAR D´AMALFI (A 4),-12.1216006,-77.0205299,Miraflores,En construcción,flat,3,127.9,1111500.0,114,17,0,16,25,0,24,5,4,2,21,5,0,0,16,0.9211048048123973,0.9956977291509924,,0.45964549968527196,0.3046163561915198,,0.9106506079785032,0.3208795843884328,0.8058630322894931,0.9061572621434095,0.9749207478443532,0.8917892802541035,,,0.9802237329711718
MAR D´AMALFI (A 5),-12.1216006,-77.0205299,Miraflores,En construcción,flat,2,83.4,673312.5,114,17,0,16,25,0,24,5,4,2,21,5,0,0,16,0.9211048048123973,0.9956977291509924,,0.45964549968527196,0.3046163561915198,,0.9106506079785032,0.3208795843884328,0.8058630322894931,0.9061572621434095,0.9749207478443532,0.8917892802541035,,,0.9802237329711718
MAR D´AMALFI (B 1),-12.1216006,-77.0205299,Miraflores,En construcción,flat,3,133.3,1161375.0,114,17,0,16,25,0,24,5,4,2,21,5,0,0,16,0.9211048048123973,0.9956977291509924,,0.45964549968527196,0.3046163561915198,,0.9106506079785032,0.3208795843884328,0.8058630322894931,0.9061572621434095,0.9749207478443532,0.8917892802541035,,,0.9802237329711718
MAR D´AMALFI (B 2),-12.1216006,-77.0205299,Miraflores,En construcción,flat,3,131.1,1140000.0,114,17,0,16,25,0,24,5,4,2,21,5,0,0,16,0.9211048048123973,0.9956977291509924,,0.45964549968527196,0.3046163561915198,,0.9106506079785032,0.3208795843884328,0.8058630322894931,0.9061572621434095,0.9749207478443532,0.8917892802541035,,,0.9802237329711718
MAR D´AMALFI (B 3),-12.1216006,-77.0205299,Miraflores,En construcción,flat,2,92.0,765937.5,114,17,0,16,25,0,24,5,4,2,21,5,0,0,16,0.9211048048123973,0.9956977291509924,,0.45964549968527196,0.3046163561915198,,0.9106506079785032,0.3208795843884328,0.8058630322894931,0.9061572621434095,0.9749207478443532,0.8917892802541035,,,0.9802237329711718
MAR D´AMALFI (B 4),-12.1216006,-77.0205299,Miraflores,En construcción,flat,2,89.3,744562.5,114,17,0,16,25,0,24,5,4,2,21,5,0,0,16,0.9211048048123973,0.9956977291509924,,0.45964549968527196,0.3046163561915198,,0.9106506079785032,0.3208795843884328,0.8058630322894931,0.9061572621434095,0.9749207478443532,0.8917892802541035,,,0.9802237329711718
MAR D´AMALFI (C 1),-12.1216006,-77.0205299,Miraflores,En construcción,flat,2,90.2,762375.0,114,17,0,16,25,0,24,5,4,2,21,5,0,0,16,0.9211048048123973,0.9956977291509924,,0.45964549968527196,0.3046163561915198,,0.9106506079785032,0.3208795843884328,0.8058630322894931,0.9061572621434095,0.9749207478443532,0.8917892802541035,,,0.9802237329711718
MAR D´AMALFI (C2),-12.1216006,-77.0205299,Miraflores,En construcción,flat,1,93.3,790875.0,114,17,0,16,25,0,24,5,4,2,21,5,0,0,16,0.9211048048123973,0.9956977291509924,,0.45964549968527196,0.3046163561915198,,0.9106506079785032,0.3208795843884328,0.8058630322894931,0.9061572621434095,0.9749207478443532,0.8917892802541035,,,0.9802237329711718
MAR D´AMALFI (E 1),-12.1216006,-77.0205299,Miraflores,En construcción,duplex,3,185.1,1458750.0,114,17,0,16,25,0,24,5,4,2,21,5,0,0,16,0.9211048048123973,0.9956977291509924,,0.45964549968527196,0.3046163561915198,,0.9106506079785032,0.3208795843884328,0.8058630322894931,0.9061572621434095,0.9749207478443532,0.8917892802541035,,,0.9802237329711718
MAR D´AMALFI (E 4),-12.1216006,-77.0205299,Miraflores,En construcción,duplex,3,236.2,1571062.5,114,17,0,16,25,0,24,5,4,2,21,5,0,0,16,0.9211048048123973,0.9956977291509924,,0.45964549968527196,0.3046163561915198,,0.9106506079785032,0.3208795843884328,0.8058630322894931,0.9061572621434095,0.9749207478443532,0.8917892802541035,,,0.9802237329711718
MAR D´AMALFI (E 5),-12.1216006,-77.0205299,Miraflores,En construcción,duplex,3,218.5,1485562.5,114,17,0,16,25,0,24,5,4,2,21,5,0,0,16,0.9211048048123973,0.9956977291509924,,0.45964549968527196,0.3046163561915198,,0.9106506079785032,0.3208795843884328,0.8058630322894931,0.9061572621434095,0.9749207478443532,0.8917892802541035,,,0.9802237329711718
La Foret - San Felipe (LF-2-X10B),-12.082678,-77.0500825,Jesus Maria,En construcción,flat,3,73.3,524157.0,51,6,1,24,37,1,23,7,1,1,14,0,0,0,14,0.4297839933347834,0.8285625747069251,0.5725407495195062,0.9600825853227308,0.9165817089982017,0.7520134140837089,0.9791250504572349,0.6410184926142527,0.7426968378449232,0.918492644966069,0.9850908666665096,,,,0.96384364438348
La Foret - San Felipe (LF-1-X07),-12.082678,-77.0500825,Jesus Maria,En construcción,flat,2,65.52,460601.0,51,6,1,24,37,1,23,7,1,1,14,0,0,0,14,0.4297839933347834,0.8285625747069251,0.5725407495195062,0.9600825853227308,0.9165817089982017,0.7520134140837089,0.9791250504572349,0.6410184926142527,0.7426968378449232,0.918492644966069,0.9850908666665096,,,,0.96384364438348
La Foret - San Felipe (LF-2-X01),-12.082678,-77.0500825,Jesus Maria,En construcción,flat,2,67.26,478297.0,51,6,1,24,37,1,23,7,1,1,14,0,0,0,14,0.4297839933347834,0.8285625747069251,0.5725407495195062,0.9600825853227308,0.9165817089982017,0.7520134140837089,0.9791250504572349,0.6410184926142527,0.7426968378449232,0.918492644966069,0.9850908666665096,,,,0.96384364438348
La Foret - San Felipe (LF-2-X04),-12.082678,-77.0500825,Jesus Maria,En construcción,flat,2,56.96,399348.0,51,6,1,24,37,1,23,7,1,1,14,0,0,0,14,0.4297839933347834,0.8285625747069251,0.5725407495195062,0.9600825853227308,0.9165817089982017,0.7520134140837089,0.9791250504572349,0.6410184926142527,0.7426968378449232,0.918492644966069,0.9850908666665096,,,,0.96384364438348
La Foret - San Felipe (LF-2-X05),-12.082678,-77.0500825,Jesus Maria,En construcción,flat,1,42.3,305008.0,51,6,1,24,37,1,23,7,1,1,14,0,0,0,14,0.4297839933347834,0.8285625747069251,0.5725407495195062,0.9600825853227308,0.9165817089982017,0.7520134140837089,0.9791250504572349,0.6410184926142527,0.7426968378449232,0.918492644966069,0.9850908666665096,,,,0.96384364438348
La Foret - San Felipe (LF-2-X06),-12.082678,-77.0500825,Jesus Maria,En construcción,flat,1,43.83,320400.0,51,6,1,24,37,1,23,7,1,1,14,0,0,0,14,0.4297839933347834,0.8285625747069251,0.5725407495195062,0.9600825853227308,0.9165817089982017,0.7520134140837089,0.9791250504572349,0.6410184926142527,0.7426968378449232,0.918492644966069,0.9850908666665096,,,,0.96384364438348
La Foret - San Felipe (LF-2-X07),-12.082678,-77.0500825,Jesus Maria,En construcción,flat,1,43.95,319981.0,51,6,1,24,37,1,23,7,1,1,14,0,0,0,14,0.4297839933347834,0.8285625747069251,0.5725407495195062,0.9600825853227308,0.9165817089982017,0.7520134140837089,0.9791250504572349,0.6410184926142527,0.7426968378449232,0.918492644966069,0.9850908666665096,,,,0.96384364438348
La Foret - San Felipe (LF-2-X10A),-12.082678,-77.0500825,Jesus Maria,En construcción,flat,2,58.86,418509.0,51,6,1,24,37,1,23,7,1,1,14,0,0,0,14,0.4297839933347834,0.8285625747069251,0.5725407495195062,0.9600825853227308,0.9165817089982017,0.7520134140837089,0.9791250504572349,0.6410184926142527,0.7426968378449232,0.918492644966069,0.9850908666665096,,,,0.96384364438348
La Foret - San Felipe (LF-1-AZ02),-12.082678,-77.0500825,Jesus Maria,En construcción,duplex,2,81.55,543109.0,51,6,1,24,37,1,23,7,1,1,14,0,0,0,14,0.4297839933347834,0.8285625747069251,0.5725407495195062,0.9600825853227308,0.9165817089982017,0.7520134140837089,0.9791250504572349,0.6410184926142527,0.7426968378449232,0.918492644966069,0.9850908666665096,,,,0.96384364438348
Contisuyo (X01),-12.071500205312542,-77.09717999859889,San Miguel,En construcción,flat,3,77.0,504000.0,24,2,0,19,45,0,12,2,0,0,10,2,0,0,11,0.9742577998623807,0.2615557539353695,,0.7109941882181692,0.5456639390910366,,0.829111449596724,0.7381819715679538,,,0.780152598482306,0.2370804821394008,,,0.8829516306282067
Contisuyo (X02),-12.071500205312542,-77.09717999859889,San Miguel,En construcción,flat,3,85.0,548000.0,24,2,0,19,45,0,12,2,0,0,10,2,0,0,11,0.9742577998623807,0.2615557539353695,,0.7109941882181692,0.5456639390910366,,0.829111449596724,0.7381819715679538,,,0.780152598482306,0.2370804821394008,,,0.8829516306282067
Contisuyo (X03),-12.071500205312542,-77.09717999859889,San Miguel,En construcción,flat,2,60.0,393000.0,24,2,0,19,45,0,12,2,0,0,10,2,0,0,11,0.9742577998623807,0.2615557539353695,,0.7109941882181692,0.5456639390910366,,0.829111449596724,0.7381819715679538,,,0.780152598482306,0.2370804821394008,,,0.8829516306282067
Contisuyo (X04),-12.071500205312542,-77.09717999859889,San Miguel,En construcción,flat,3,69.0,423000.0,24,2,0,19,45,0,12,2,0,0,10,2,0,0,11,0.9742577998623807,0.2615557539353695,,0.7109941882181692,0.5456639390910366,,0.829111449596724,0.7381819715679538,,,0.780152598482306,0.2370804821394008,,,0.8829516306282067
Contisuyo (XD803),-12.071500205312542,-77.09717999859889,San Miguel,En construcción,duplex,3,121.75,641000.0,24,2,0,19,45,0,12,2,0,0,10,2,0,0,11,0.9742577998623807,0.2615557539353695,,0.7109941882181692,0.5456639390910366,,0.829111449596724,0.7381819715679538,,,0.780152598482306,0.2370804821394008,,,0.8829516306282067
Zircon (Tipo 101),-12.0708776,-77.04226390000001,Jesus Maria,En planos,flat,2,51.69,449414.0,47,7,2,41,29,1,22,9,3,2,16,3,0,0,20,0.744746156735423,0.7685697546493347,0.8010872408342905,0.7447224016286473,0.728346703232478,0.8260440268883691,0.8822739772568711,0.8222015142031661,0.9984018053604086,0.8873334421590745,0.7370510389328367,0.9491567365701936,,,0.7076679465995217
Zircon (Tipo 102),-12.0708776,-77.04226390000001,Jesus Maria,En planos,flat,2,58.31,506970.0,47,7,2,41,29,1,22,9,3,2,16,3,0,0,20,0.744746156735423,0.7685697546493347,0.8010872408342905,0.7447224016286473,0.728346703232478,0.8260440268883691,0.8822739772568711,0.8222015142031661,0.9984018053604086,0.8873334421590745,0.7370510389328367,0.9491567365701936,,,0.7076679465995217
Zircon (Tipo 8),-12.0708776,-77.04226390000001,Jesus Maria,En planos,flat,3,72.64,531638.0,47,7,2,41,29,1,22,9,3,2,16,3,0,0,20,0.744746156735423,0.7685697546493347,0.8010872408342905,0.7447224016286473,0.728346703232478,0.8260440268883691,0.8822739772568711,0.8222015142031661,0.9984018053604086,0.8873334421590745,0.7370510389328367,0.9491567365701936,,,0.7076679465995217
Zircon (Tipo 9),-12.0708776,-77.04226390000001,Jesus Maria,En planos,flat,3,72.7,549176.0,47,7,2,41,29,1,22,9,3,2,16,3,0,0,20,0.744746156735423,0.7685697546493347,0.8010872408342905,0.7447224016286473,0.728346703232478,0.8260440268883691,0.8822739772568711,0.8222015142031661,0.9984018053604086,0.8873334421590745,0.7370510389328367,0.9491567365701936,,,0.7076679465995217
Zircon (Tipo 105),-12.0708776,-77.04226390000001,Jesus Maria,En planos,flat,2,51.1,444284.0,47,7,2,41,29,1,22,9,3,2,16,3,0,0,20,0.744746156735423,0.7685697546493347,0.8010872408342905,0.7447224016286473,0.728346703232478,0.8260440268883691,0.8822739772568711,0.8222015142031661,0.9984018053604086,0.8873334421590745,0.7370510389328367,0.9491567365701936,,,0.7076679465995217
Zircon (Tipo 201),-12.0708776,-77.04226390000001,Jesus Maria,En planos,flat,2,50.35,445799.0,47,7,2,41,29,1,22,9,3,2,16,3,0,0,20,0.744746156735423,0.7685697546493347,0.8010872408342905,0.7447224016286473,0.728346703232478,0.8260440268883691,0.8822739772568711,0.8222015142031661,0.9984018053604086,0.8873334421590745,0.7370510389328367,0.9491567365701936,,,0.7076679465995217
Zircon (Tipo 2),-12.0708776,-77.04226390000001,Jesus Maria,En planos,flat,3,77.52,620780.0,47,7,2,41,29,1,22,9,3,2,16,3,0,0,20,0.744746156735423,0.7685697546493347,0.8010872408342905,0.7447224016286473,0.728346703232478,0.8260440268883691,0.8822739772568711,0.8222015142031661,0.9984018053604086,0.8873334421590745,0.7370510389328367,0.9491567365701936,,,0.7076679465995217
Zircon (Tipo 3),-12.0708776,-77.04226390000001,Jesus Maria,En planos,flat,3,77.64,615530.0,47,7,2,41,29,1,22,9,3,2,16,3,0,0,20,0.744746156735423,0.7685697546493347,0.8010872408342905,0.7447224016286473,0.728346703232478,0.8260440268883691,0.8822739772568711,0.8222015142031661,0.9984018053604086,0.8873334421590745,0.7370510389328367,0.9491567365701936,,,0.7076679465995217
Zircon (Tipo 4),-12.0708776,-77.04226390000001,Jesus Maria,En planos,flat,3,70.38,501190.0,47,7,2,41,29,1,22,9,3,2,16,3,0,0,20,0.744746156735423,0.7685697546493347,0.8010872408342905,0.7447224016286473,0.728346703232478,0.8260440268883691,0.8822739772568711,0.8222015142031661,0.9984018053604086,0.8873334421590745,0.7370510389328367,0.9491567365701936,,,0.7076679465995217
Zircon (Tipo 5),-12.0708776,-77.04226390000001,Jesus Maria,En planos,flat,2,50.04,371557.0,47,7,2,41,29,1,22,9,3,2,16,3,0,0,20,0.744746156735423,0.7685697546493347,0.8010872408342905,0.7447224016286473,0.728346703232478,0.8260440268883691,0.8822739772568711,0.8222015142031661,0.9984018053604086,0.8873334421590745,0.7370510389328367,0.9491567365701936,,,0.7076679465995217
Zircon (Tipo 6),-12.0708776,-77.04226390000001,Jesus Maria,En planos,flat,2,51.22,380319.0,47,7,2,41,29,1,22,9,3,2,16,3,0,0,20,0.744746156735423,0.7685697546493347,0.8010872408342905,0.7447224016286473,0.728346703232478,0.8260440268883691,0.8822739772568711,0.8222015142031661,0.9984018053604086,0.8873334421590745,0.7370510389328367,0.9491567365701936,,,0.7076679465995217
Zircon (Tipo 7),-12.0708776,-77.04226390000001,Jesus Maria,En planos,flat,2,58.31,433407.0,47,7,2,41,29,1,22,9,3,2,16,3,0,0,20,0.744746156735423,0.7685697546493347,0.8010872408342905,0.7447224016286473,0.728346703232478,0.8260440268883691,0.8822739772568711,0.8222015142031661,0.9984018053604086,0.8873334421590745,0.7370510389328367,0.9491567365701936,,,0.7076679465995217
Zircon (Tipo 10),-12.0708776,-77.04226390000001,Jesus Maria,En planos,flat,2,50.49,373363.0,47,7,2,41,29,1,22,9,3,2,16,3,0,0,20,0.744746156735423,0.7685697546493347,0.8010872408342905,0.7447224016286473,0.728346703232478,0.8260440268883691,0.8822739772568711,0.8222015142031661,0.9984018053604086,0.8873334421590745,0.7370510389328367,0.9491567365701936,,,0.7076679465995217
Zircon (Tipo 11),-12.0708776,-77.04226390000001,Jesus Maria,En planos,flat,3,70.12,497207.0,47,7,2,41,29,1,22,9,3,2,16,3,0,0,20,0.744746156735423,0.7685697546493347,0.8010872408342905,0.7447224016286473,0.728346703232478,0.8260440268883691,0.8822739772568711,0.8222015142031661,0.9984018053604086,0.8873334421590745,0.7370510389328367,0.9491567365701936,,,0.7076679465995217
Zircon (Tipo 1),-12.0708776,-77.04226390000001,Jesus Maria,En planos,flat,3,78.94,632152.0,47,7,2,41,29,1,22,9,3,2,16,3,0,0,20,0.744746156735423,0.7685697546493347,0.8010872408342905,0.7447224016286473,0.728346703232478,0.8260440268883691,0.8822739772568711,0.8222015142031661,0.9984018053604086,0.8873334421590745,0.7370510389328367,0.9491567365701936,,,0.7076679465995217
Zircon (Tipo 9B),-12.0708776,-77.04226390000001,Jesus Maria,En planos,flat,2,56.95,423298.0,47,7,2,41,29,1,22,9,3,2,16,3,0,0,20,0.744746156735423,0.7685697546493347,0.8010872408342905,0.7447224016286473,0.728346703232478,0.8260440268883691,0.8822739772568711,0.8222015142031661,0.9984018053604086,0.8873334421590745,0.7370510389328367,0.9491567365701936,,,0.7076679465995217
Zircon (Tipo 2201),-12.0708776,-77.04226390000001,Jesus Maria,En planos,duplex,3,105.9,730999.0,47,7,2,41,29,1,22,9,3,2,16,3,0,0,20,0.744746156735423,0.7685697546493347,0.8010872408342905,0.7447224016286473,0.728346703232478,0.8260440268883691,0.8822739772568711,0.8222015142031661,0.9984018053604086,0.8873334421590745,0.7370510389328367,0.9491567365701936,,,0.7076679465995217
Zircon (Tipo 2202),-12.0708776,-77.04226390000001,Jesus Maria,En planos,duplex,3,104.21,718550.0,47,7,2,41,29,1,22,9,3,2,16,3,0,0,20,0.744746156735423,0.7685697546493347,0.8010872408342905,0.7447224016286473,0.728346703232478,0.8260440268883691,0.8822739772568711,0.8222015142031661,0.9984018053604086,0.8873334421590745,0.7370510389328367,0.9491567365701936,,,0.7076679465995217
